Sender,Message Content,Category
moh,"عزيزنا المستفيد،

حالة التحصين لا تكتمل الا بتلقي الجرعتين، لصحتكم وصحة من حولكم نحثكم للمسارعة بالحجز فالمواعيد متاحة ونتشرف بخدمتكم.

مع تمنياتنا لكم بالصحة والعافية.",Governmental
900,"مساء الخير زينب .. 
باقتك الحالية هي: مفوتر بيسك",Telecommunications
pension,"ستبقون رمزاً نتفاخر به.. ونبراساً يضئ لنا حياتنا
شكراً لمربي الأجيال، نهنئكم بمناسبة #اليوم_العالمي_للمعلم",Governmental
alrajhibank,"مرحبا زينب،
استخدم بطاقات الراجحي الائتمانية و مسبقة الدفع وضاعف فرص الفوز برحله شامله التكاليف لحضور مباراة المنتخب السعودي في كأس العرب فيفا 2021 مقدمه من فيزا. لمزيد من التفاصيل يرجى زيارة موقع المصرف. تطبق الشروط والأحكام.",Financial
namshi,لقد قمنا بتسليم منتجات من طلبيتك # SA994024746 إلى Wimo.سوف تستلمها خلال 6-9 أيام عمل. شكرا لتسوقك معنا!,Stores
najdah,"أهلاا !
مسؤول التوصيل غادر مقر الانطلاق وهو في طريقه إليك سيقوم بالاتصال بك حين الوصول وسيغادر بعد 5 دقائق من وصوله لك، نأمل الاستعداد للاستلام.
وقت الوصول بالفترة المسائية: من 4:00م - 6:00م

نجدة",Services
mawarid,"عميلنا العزيز 
تم إستلام مبلغ  125.35 عن طريق سداد و ذلك علي عقد رقم RH0850178",Commercial
900,"صباح الخير زينب
نود فقط إبلاغك بأنك استنفذت كامل الدقائق المجانية داخل الشبكة المتاحة في باقتك.
سيتم احتساب المكالمات بحسب التعرفه المحلية ٢٠ هللة للدقيقة.",Telecommunications
uber,رمز أوبر المُخصَّص لك هو. لا تُشارك هذا الرمز مُطلقاً.,Services
iam.gov.sa,"الرقم السري المؤقت للدخول الى Bank Albilad هو:
النفاذ الوطني الموحد",Governmental
bankalbilad,تم استلام طلبك، وسيتم إشعارك عبر الرسائل النصية والبريد الإلكتروني عند تحديث الطلب,Financial
bankalbilad,"عزيزي: زينب سليمان
حياك في البلاد
حالة الحساب: Active
حساب: xx006",Financial
bankalbilad,"عميلنا العزيز
تم فتح حسابكم لدى بنك البلاد ورقم الايبان هو SA9999",Financial
bankalbilad,"عميلنا العزيز
تم إصدار بطاقة مدى الرقمية المنتهية ب 9064 ويمكنك الدخول على حسابك عبر تطبيق البلاد وإعداد الرمز السري للبطاقة.",Financial
aramex,"Your aramex activation key is:, if you did not register, please ignore this message",Stores
saifgallery,رمز توثيق جوالك  في السيف غاليري 22,Stores
bankalbilad,"عميلنا العزيز,
لتجنب تجميد حسابكم, نأمل منكم الدخول على البلاد نت لتحديث بيانات جهة العمل خلال  مدة 30 يوم.",Financial
saifgallery,يالغالي/ـه طلبك رقم AGSA2110313593 أكدناه والحين يجهزونه عشانك,Stores
saifgallery,"عميلنا العزيز 
شحنتك رقم 
سلمناها لشركة الشحن و رح تتواصل معك خليك قريب",Stores
bankalbilad,تم إضافة بطاقتك البنكية **9064 إلى تطبيق Apple Pay بنجاح.,Financial
awon,"Flex308032 لقد تم استلام المبلغ للعقد
 100.00 بقيمة",Financial
awon,"Flex308032لقد تم استلام المبلغ للعقد
 100.00بقيمة",Financial
noon daily,تم تأكيد طلبك. الرجاء مراجعة بريدك الإلكتروني لمزيد من المعلومات.,Stores
mawarid,"عميلنا العزيز 
تم إستلام مبلغ  160.00 عن طريق سداد و ذلك علي عقد رقم RH0873319",Commercial
noon daily,هلا! خرجت منتجات من طلبك رقم للتوصيل.,Stores
noon,طلبيتك رقم الان على باب بيتك. الرجاء استلامها في أقرب وقت ممكن.,Stores
alrajhibank,نشكرك على تفعيل بطاقتك *6240 للعروض  والخصومات يرجى زيارة موقع المصرف,Financial
966536591700,بكره مايجي,Personal
mawarid,"عميلنا العزيز 
تم إستلام مبلغ  120.00 عن طريق سداد و ذلك علي عقد رقم RH0890661",Commercial
noon,شكراً لك، استلمنا طلبك على نون رقم (NSADB5361) وسنخبرك عندما يتم تأكيده.,Stores
dr.alhabib,بناء على طلبكم تم إلغاء موعدكم مع د. الحرافشه.,Health
dr.alhabib,بناء على طلبكم تم إلغاء موعدكم مع د. امل الحميدان.,Health
shein,. بسبب زيادة عدد الطلبات حالياً، سيتأخر طلبك GSHMPNWH لبعض الوقت. سنقوم بالإستعجال في تجهيز الطلب وشحنه في أقرب وقت ممكن لأجلك.,Stores
mawarid,"عميلنا العزيز 
تم إستلام مبلغ  120.00 عن طريق سداد و ذلك علي عقد رقم RH0905206",Commercial
dr.alhabib,بناء على طلبكم تم إلغاء موعدكم مع د. أحمد الدوسري.,Health
dr.alhabib,بناء على طلبكم تم إلغاء موعدكم مع د. اسماء بوقريط.,Health
saco-online,شكراً لتسجيلك على موقع ساكو، تم إنشاء الحساب بنجاح,Stores
mawarid,"عميلنا العزيز تم إستلام مبلغ قدره
125.00
عن طريق 
 Apple pay",Commercial
mawarid,"عميلنا العزيز تم تنشيط عقدك رقم HCR016463
 لخدمات الساعة",Commercial
mawarid,عميلنا العزيز نود اسعاركم بإكتمال عقدك رقمHCR016463,Commercial
tadawulaty,"عزيزي المستثمر،
تم إيداع أرباح نقدية لأسهم النايفات 4081  في حسابك الاستثماري بواقع .75  ريال لكل سهم لدى عضو الحفظ – الراجحي المالية.",Financial
mawarid,"عميلنا العزيز تم تنشيط عقدك رقم HCR028401
 لخدمات الساعة",Commercial
mawarid,عميلنا العزيز نود اسعاركم بإكتمال عقدك رقمHCR028401,Commercial
naqel,"Hi, 
The attempt to return your order 12939222 for RIVA was failed due to : Canceled by Client",Services
mawarid,"عميلنا العزيز تم إستلام مبلغ قدره
105.00
عن طريق 
 Apple pay",Commercial
mawarid,"عميلنا العزيز تم تنشيط عقدك رقم HCR038548
 لخدمات الساعة",Commercial
mawarid,عميلنا العزيز نود اسعاركم بإكتمال عقدك رقمHCR038548,Commercial
mawarid,"عميلنا العزيز تم تنشيط عقدك رقم HCR048157
 لخدمات الساعة",Commercial
mawarid,عميلنا العزيز نود اسعاركم بإكتمال عقدك رقمHCR048157,Commercial
mawarid,"عميلنا العزيز تم إستلام مبلغ قدره
135.00
عن طريق 
 Sadad",Commercial
mawarid,"عميلنا العزيز تم تنشيط عقدك رقم HCR063077
 لخدمات الساعة",Commercial
stc,"عميلنا العزيز,
STC ترحب بك و حمداً لله على سلامتك.

Dear Customer, 
STC welcomes you, and wishes you a pleasant time.",Promotional
sivvi,استلمنا طلبك رقم (NSAE1S095) وسنخبرك عندما يتم تأكيده.,Stores
mawarid,عميلنا العزيز نود اسعاركم بإكتمال عقدك رقمHCR087473,Commercial
966505501157,"السلام عليكم
تم الاتصال بك لتحديد موعد لأخذ مقاس المطبخ.. ارجو معاودة..... 
شركة نادي المطابخ
م. سمؤال حسن ",Personal
awon,"Flex407642 لقد تم استلام المبلغ للعقد
 115.00 بقيمة",Commercial
awon,"Flex411760 لقد تم استلام المبلغ للعقد
 100.00 بقيمة",Commercial
mawarid,"عميلنا العزيز تم إستلام مبلغ قدره
120.00
عن طريق 
 Apple pay",Commercial
alrajhibank,تم تنشيط المستفيد:شركة الغابة المحدودة,Financial
alrajhibank,تم تسجيلك بنجاح في خدمة الهاتف المصرفي,Financial
alrajhibank,تم تنشيط المستفيد:شركة امواج المحيط للصناعة شركة,Financial
donationsa,"عزيزنا المضحي عبر المنصة الوطنية للتبرعات 
 نفيدكم بإستلام طلب توكيل تنفيذ أضحية من نوع  خروف 
 بمبلغ 809.0 ريال سعودي
، سائلين الله لكم القبول",Stores
donationsa,"(و مَا أَنفَقْتُم مِّن شَيْءٍ فَهُوَ يُخْلِفُهُ ۖ وَهُوَ خَيْرُ الرَّازِقِينََ) 
 شكرا لتبرعكم 
 المنصة الوطنية للتبرعات",Stores
alrajhibank,نهنئكم بعيد الاضحى المبارك وكل عام وانتم بخير، مصرفية تميز,Promotional
stc,"Dear Customer,
We wanted to let you know that you have consumed the whole data available for Mofawtar 2 8GB package.
You can enjoy unlimited internet without fair usage policy by upgrading your plan to Mofawtar 4 package. Send  Mofawtar 4  to 900 to know more.
Or you can subscribe to one time internet packages.
Send 2999 to 900 to know about the internet packages.
With always on feature! You have 8GB additional internet with 256 Kbps internet speed.
Have a nice day",Telecommunications
