Sender,Message Content,Category,Priority
namshi,لقد قمنا بتسليم منتجات من طلبيتك SA994024746 الي Wimo سوف تستلمها خلال 6 9 ايام عمل شكرا لتسوقك معنا,Stores,
najdah,اهلاا مسؤول التوصيل غادر مقر الانطلاق وهو في طريقه اليك سيقوم بالاتصال بك حين الوصول وسيغادر بعد 5 دقائق من وصوله لك نامل الاستعداد للاستلام وقت الوصول بالفتره المسائيه من 4 00م 6 00م نجده,Services,
mawarid,عميلنا العزيز تم استلام مبلغ 125 35 عن طريق سداد و ذلك علي عقد رقم RH0850178,Commercial,Medium Priority
900,صباح الخير زينب نود فقط ابلاغك بانك استنفذت كامل الدقائق المجانيه داخل الشبكه المتاحه في باقتك سيتم احتساب المكالمات بحسب التعرفه المحليه ٢٠ هلله للدقيقه,Telecommunications,High Priority
uber,رمز اوبر المخصص لك هو لا تشارك هذا الرمز مطلقا,Services,
iam.gov.sa,الرقم السري المؤقت للدخول الي Bank Albilad هو النفاذ الوطني الموحد,Governmental,
bankalbilad,تم استلام طلبك وسيتم اشعارك عبر الرسائل النصيه والبريد الالكتروني عند تحديث الطلب,Financial,
bankalbilad,عزيزي زينب سليمان حياك في البلاد حاله الحساب Active حساب xx006,Financial,
bankalbilad,عميلنا العزيز تم فتح حسابكم لدي بنك البلاد ورقم الايبان هو SA9999,Financial,
bankalbilad,عميلنا العزيز تم اصدار بطاقه مدي الرقميه المنتهيه ب 9064 ويمكنك الدخول علي حسابك عبر تطبيق البلاد واعداد الرمز السري للبطاقه,Financial,
aramex,Your aramex activation key is if you did not register please ignore this message,Stores,
saifgallery,رمز توثيق جوالك في السيف غاليري 22,Stores,
bankalbilad,عميلنا العزيز لتجنب تجميد حسابكم نامل منكم الدخول علي البلاد نت لتحديث بيانات جهه العمل خلال مده 30 يوم,Financial,
saifgallery,يالغالي ـه طلبك رقم AGSA2110313593 اكدناه والحين يجهزونه عشانك,Stores,
saifgallery,عميلنا العزيز شحنتك رقم سلمناها لشركه الشحن و رح تتواصل معك خليك قريب,Stores,
bankalbilad,تم اضافه بطاقتك البنكيه 9064 الي تطبيق Apple Pay بنجاح,Financial,
awon,Flex308032 لقد تم استلام المبلغ للعقد 100 00 بقيمه,Financial,
awon,Flex308032لقد تم استلام المبلغ للعقد 100 00بقيمه,Financial,
noon daily,تم تاكيد طلبك الرجاء مراجعه بريدك الالكتروني لمزيد من المعلومات,Stores,
mawarid,عميلنا العزيز تم استلام مبلغ 160 00 عن طريق سداد و ذلك علي عقد رقم RH0873319,Commercial,Medium Priority
noon daily,هلا خرجت منتجات من طلبك رقم للتوصيل,Stores,
noon,طلبيتك رقم الان علي باب بيتك الرجاء استلامها في اقرب وقت ممكن,Stores,
alrajhibank,نشكرك علي تفعيل بطاقتك 6240 للعروض والخصومات يرجي زياره موقع المصرف,Financial,
966536591700,بكره مايجي,Personal,
mawarid,عميلنا العزيز تم استلام مبلغ 120 00 عن طريق سداد و ذلك علي عقد رقم RH0890661,Commercial,Medium Priority
noon,شكرا لك استلمنا طلبك علي نون رقم NSADB5361 وسنخبرك عندما يتم تاكيده,Stores,
dr.alhabib,بناء علي طلبكم تم الغاء موعدكم مع د الحرافشه,Health,
dr.alhabib,بناء علي طلبكم تم الغاء موعدكم مع د امل الحميدان,Health,
shein,بسبب زياده عدد الطلبات حاليا سيتاخر طلبك GSHMPNWH لبعض الوقت سنقوم بالاستعجال في تجهيز الطلب وشحنه في اقرب وقت ممكن لاجلك,Stores,
mawarid,عميلنا العزيز تم استلام مبلغ 120 00 عن طريق سداد و ذلك علي عقد رقم RH0905206,Commercial,Medium Priority
dr.alhabib,بناء علي طلبكم تم الغاء موعدكم مع د احمد الدوسري,Health,
dr.alhabib,بناء علي طلبكم تم الغاء موعدكم مع د اسماء بوقريط,Health,
saco-online,شكرا لتسجيلك علي موقع ساكو تم انشاء الحساب بنجاح,Stores,
mawarid,عميلنا العزيز تم استلام مبلغ قدره 125 00 عن طريق Apple pay,Commercial,Medium Priority
mawarid,عميلنا العزيز تم تنشيط عقدك رقم HCR016463 لخدمات الساعه,Commercial,Medium Priority
mawarid,عميلنا العزيز نود اسعاركم باكتمال عقدك رقمHCR016463,Commercial,Medium Priority
tadawulaty,عزيزي المستثمر تم ايداع ارباح نقديه لاسهم النايفات 4081 في حسابك الاستثماري بواقع 75 ريال لكل سهم لدي عضو الحفظ الراجحي الماليه,Financial,
mawarid,عميلنا العزيز تم تنشيط عقدك رقم HCR028401 لخدمات الساعه,Commercial,Medium Priority
mawarid,عميلنا العزيز نود اسعاركم باكتمال عقدك رقمHCR028401,Commercial,Medium Priority
naqel,Hi The attempt to return your order 12939222 for RIVA was failed due to Canceled by Client,Services,
mawarid,عميلنا العزيز تم استلام مبلغ قدره 105 00 عن طريق Apple pay,Commercial,Medium Priority
mawarid,عميلنا العزيز تم تنشيط عقدك رقم HCR038548 لخدمات الساعه,Commercial,Medium Priority
mawarid,عميلنا العزيز نود اسعاركم باكتمال عقدك رقمHCR038548,Commercial,Medium Priority
mawarid,عميلنا العزيز تم تنشيط عقدك رقم HCR048157 لخدمات الساعه,Commercial,Medium Priority
mawarid,عميلنا العزيز نود اسعاركم باكتمال عقدك رقمHCR048157,Commercial,Medium Priority
mawarid,عميلنا العزيز تم استلام مبلغ قدره 135 00 عن طريق Sadad,Commercial,Medium Priority
mawarid,عميلنا العزيز تم تنشيط عقدك رقم HCR063077 لخدمات الساعه,Commercial,Medium Priority
stc,عميلنا العزيز STC ترحب بك و حمدا لله علي سلامتك Dear Customer STC welcomes you and wishes you a pleasant time,Promotional,Low Priority
sivvi,استلمنا طلبك رقم NSAE1S095 وسنخبرك عندما يتم تاكيده,Stores,
mawarid,عميلنا العزيز نود اسعاركم باكتمال عقدك رقمHCR087473,Commercial,Medium Priority
966505501157,السلام عليكم تم الاتصال بك لتحديد موعد لاخذ مقاس المطبخ ارجو معاوده شركه نادي المطابخ م سمؤال حسن,Personal,
awon,Flex407642 لقد تم استلام المبلغ للعقد 115 00 بقيمه,Commercial,Medium Priority
awon,Flex411760 لقد تم استلام المبلغ للعقد 100 00 بقيمه,Commercial,Medium Priority
mawarid,عميلنا العزيز تم استلام مبلغ قدره 120 00 عن طريق Apple pay,Commercial,Medium Priority
alrajhibank,تم تنشيط المستفيد شركه الغابه المحدوده,Financial,
alrajhibank,تم تسجيلك بنجاح في خدمه الهاتف المصرفي,Financial,
alrajhibank,تم تنشيط المستفيد شركه امواج المحيط للصناعه شركه,Financial,
donationsa,عزيزنا المضحي عبر المنصه الوطنيه للتبرعات نفيدكم باستلام طلب توكيل تنفيذ اضحيه من نوع خروف بمبلغ 809 0 ريال سعودي سائلين الله لكم القبول,Stores,
donationsa,و ما انفقتم من شيء فهو يخلفه وهو خير الرازقين شكرا لتبرعكم المنصه الوطنيه للتبرعات,Stores,
alrajhibank,نهنئكم بعيد الاضحي المبارك وكل عام وانتم بخير مصرفيه تميز,Promotional,Low Priority
stc,Dear Customer We wanted to let you know that you have consumed the whole data available for Mofawtar 2 8GB package You can enjoy unlimited internet without fair usage policy by upgrading your plan to Mofawtar 4 package Send Mofawtar 4 to 900 to know more Or you can subscribe to one time internet packages Send 2999 to 900 to know about the internet packages With always on feature You have 8GB additional internet with 256 Kbps internet speed Have a nice day,Telecommunications,High Priority
